SMILES,LogS,MW,MW_Group
O=Cc1ccccc1,-1.19,106.12399999999997,<200
NC(=O)c1ccccc1,-0.96,121.13899999999995,<200
c1ccccc1,-1.64,78.11399999999999,<200
c1ccccc1C(O)c2ccccc2,-2.55,184.238,<200
O=C(Cn1ccnc1N(=O)=O)NCc2ccccc2,-2.81,260.253,200-300
C1c2ccccc2c3ccc4ccccc4c13,-6.68,216.283,200-300
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,-8.699,252.31599999999997,200-300
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,252.31599999999997,200-300
C1c2ccccc2c3cc4ccccc4cc13,-8.04,216.283,200-300
c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,-7.8,252.31599999999997,200-300
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,-8.0,252.31599999999997,200-300
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,-8.49,252.31599999999997,200-300
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,276.338,200-300
CCOC(=O)c1ccc(N)cc1,-2.616,165.19199999999998,<200
OC(C(=O)c1ccccc1)c2ccccc2,-2.85,212.248,200-300
N#Cc1ccccc1,-1.0,103.12399999999997,<200
O=C(c1ccccc1)c2ccccc2,-3.12,182.222,<200
c2ccc1scnc1c2 ,-1.5,135.191,<200
c2ccc1[nH]nnc1c2,-0.78,119.127,<200
c2ccc1ocnc1c2,-1.16,119.12299999999998,<200
ClCc1ccccc1,-2.39,126.58599999999996,<200
FC(F)(F)c1ccccc1,-2.51,146.111,<200
NC(=O)NCc1ccccc1 ,-0.95,150.18099999999998,<200
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,-4.71,476.5850000000002,>400
C(Cc1ccccc1)c2ccccc2,-4.62,182.266,<200
c1ccc(cc1)c2ccccc2,-4.345,154.21199999999996,<200
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,-5.4,256.308,200-300
CC1(C)C2CCC1(C)C(O)C2,-2.32,154.253,<200
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O ,-2.523,261.11899999999997,200-300
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,-4.445,527.4140000000002,>400
Brc1ccccc1,-2.55,157.01,<200
ClCBr,-0.89,129.384,<200
BrC(Cl)Cl,-1.54,163.82899999999998,<200
CCBr,-1.09,108.966,<200
CBr,-0.79,94.939,<200
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,366.0,>400
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,-4.93,428.12000000000006,>400
Oc1c(Br)cc(C#N)cc1Br ,-3.33,276.91499999999996,200-300
c1ccccc1n2ncc(N)c(Br)c2(=O),-3.127,266.098,200-300
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,-4.16,316.4270000000001,>400
O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,212.24899999999997,200-300
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,-4.24,263.381,200-300
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,311.85300000000007,>400
CCC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O ,-2.647,303.156,>400
CCCCOC(=O)c1ccc(N)cc1,-3.082,193.24599999999998,<200
CCC(C)O,0.47,74.12299999999999,<200
CCCC,-2.57,58.123999999999995,<200
CCCCS,-2.18,90.19099999999999,<200
CCCCC1(CC)C(=O)NC(=O)NC1=O,-1.661,212.249,200-300
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,256.33099999999996,200-300
CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9,236.702,200-300
CCCCOC=O,-1.37,102.13299999999998,<200
CCSC(=O)N(CC(C)C)CC(C)C,-3.68,217.378,200-300
CCCCc1ccccc1,-4.06,134.22199999999998,<200
CCCC=O,-0.01,72.107,<200
Cn1cnc2n(C)c(=O)n(C)c(=O)c12,-0.876,194.19399999999996,<200
CC1(C)C2CCC1(C)C(=O)C2,-1.96,152.237,<200
CCCCCC=O,-1.3,100.16099999999999,<200
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,349.06600000000014,>400
O=C(Nc1ccccc1)Nc2ccccc2,-3.15,212.25199999999998,200-300
CNC(=O)Oc1cccc2ccccc12,-3.224,201.225,200-300
c1ccc2c(c1)[nH]c3ccccc32,-5.27,167.21099999999998,<200
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,-1.83,236.271,200-300
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,221.25599999999994,200-300
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.736,342.875,>400
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,235.30800000000002,200-300
CCC(Br)(CC)C(=O)NC(N)=O,-2.68,237.09699999999998,200-300
c1(O)c(C)ccc(C(C)C)c1,-2.08,150.22099999999998,<200
CC(=C)C1CC=C(C)C(=O)C1,-2.06,150.22099999999998,<200
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.84,309.529,>400
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,-2.111,323.13200000000006,>400
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.411,257.76899999999995,200-300
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,293.548,200-300
CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,223.659,200-300
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,409.7819999999999,>400
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,-5.64,338.876,>400
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,196.68099999999998,<200
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,-4.576,414.82700000000017,>400
NC(=O)CCl ,-0.02,93.513,<200
ClCC#N,-0.092,75.498,<200
Clc1ccccc1,-2.38,112.55899999999997,<200
ClC(Br)Br,-1.9,208.28,200-300
ClCC,-1.06,64.515,<200
ClC=C,-1.75,62.499,<200
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,213.66400000000002,200-300
ClC(Cl)(Cl)N(=O)=O,-2.0,164.375,<200
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,-4.53,339.21800000000013,>400
c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64,265.914,200-300
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,-3.05,295.72900000000004,200-300
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.46,212.67999999999998,200-300
CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,290.75,200-300
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,-5.67,350.591,>400
c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43,267.93,200-300
NS(=O)(=O)c1cc(ccc1Cl)C2(O)NC(=O)c3ccccc23,-3.451,338.7720000000001,>400
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,212.67999999999998,200-300
Clc2ccc1oc(=O)[nH]c1c2,-2.831,169.567,<200
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,-7.85,254.33199999999997,200-300
c1ccc2c(c1)ccc3c4ccccc4ccc23,-8.057,228.29399999999998,200-300
Cl\C=C/Cl,-1.3,96.94400000000002,<200
C/C1CCCCC1\C,-4.3,112.216,<200
CC/C=C\C,-2.54,70.135,<200
CC(C)=CCCC(C)=CC(=O),-2.06,152.237,<200
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,239.702,200-300
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,-3.499,315.716,>400
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,-9.332,300.36000000000007,>400
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,346.46700000000016,>400
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,360.45000000000016,>400
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,-4.21,402.48700000000025,>400
CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,342.7780000000001,>400
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,-5.382,362.77100000000013,>400
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,-2.84,292.33400000000006,200-300
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,240.698,200-300
CCSC(=O)N(CC)C1CCCCC1 ,-3.4,215.36199999999994,200-300
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2 ,-2.17,236.27099999999993,200-300
O=C2NC(=O)C1(CCC1)C(=O)N2,-1.655,168.15200000000002,<200
C1CCCCCC1,-3.51,98.18900000000001,<200
OC1CCCCCC1,-0.88,114.188,<200
C1CCC=CCC1,-3.18,96.173,<200
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,-3.168,210.23299999999998,200-300
C1CCCCC1,-3.1,84.162,<200
OC1CCCCC1,-0.44,100.161,<200
O=C1CCCCC1,-0.6,98.14500000000001,<200
C1CCC=CC1,-2.59,82.146,<200
CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2 ,-1.13,281.35200000000003,200-300
O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,196.206,<200
C1CCCCCCC1,-4.15,112.21600000000001,<200
OC1CCCCCCC1,-1.29,128.215,<200
O=C2NC(=O)C1(CCCCCCC1)C(=O)N2,-2.982,224.25999999999996,200-300
C1CCCC1,-2.64,70.135,<200
C1CC=CC1,-2.1,68.11900000000001,<200
O=C2NC(=O)C1(CCCC1)C(=O)N2,-2.349,182.179,<200
O=C2NC(=O)C1(CC1)C(=O)N2 ,-1.886,154.125,<200
CN(C)C(=O)NC1CCCCCCC1,-2.218,198.30999999999992,<200
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,-7.337,434.29400000000015,>400
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,449.8560000000001,>400
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017,416.30400000000014,>400
Nc1cc[nH]c(=O)n1 ,-1.155,111.104,<200
CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507,337.4630000000001,>400
Nc1ccc(cc1)S(=O)(=O)c2ccc(N)cc2,-3.094,248.307,200-300
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,320.04600000000005,>400
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,318.0300000000001,>400
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,354.491,>400
C1CCC2CCCCC2C1,-5.19,138.254,<200
CCCCSP(=O)(SCCCC)SCCCC,-5.14,314.5220000000001,>400
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.402,505.20600000000024,>400
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.45,330.4680000000001,>400
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,372.5050000000002,>400
CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,-4.632,300.314,>400
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.59,392.4670000000002,>400
CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O ,-4.9,434.5040000000003,>400
CC2(C)C1CCC(C)(C1)C2=O,-1.85,152.237,<200
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,390.5640000000003,>400
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,393.85400000000016,>400
CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,-6.34,393.85400000000016,>400
CC(C)N(C(C)C)C(=O)SCC(=CCl)Cl,-4.286,270.225,200-300
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,-3.754,284.74600000000004,200-300
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,-3.64,304.35200000000003,>400
o1c2ccccc2c3ccccc13,-4.6,168.195,<200
c1ccc2c(c1)sc3ccccc23,-4.38,184.263,<200
BrCBr,-1.17,173.83499999999998,<200
CCCCOCCCC,-1.85,130.231,<200
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,314.46600000000007,>400
CCCCOC(=O)c1ccccc1C(=O)OCCCC ,-4.4,278.348,200-300
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,297.656,200-300
ClCCl,-0.63,84.93299999999999,<200
Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,269.127,200-300
OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.666,370.49,>400
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.29,380.913,>400
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.95,266.34,200-300
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,474.64,>400
CCOCC,-0.09,74.123,<200
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,222.23999999999995,200-300
CCSCC,-1.34,90.191,<200
CCSSCC,-2.42,122.258,<200
CCC(=C(CC)c1ccc(O)cc1)c2ccc(O)cc2 ,-4.07,268.356,200-300
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,286.331,200-300
Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,-6.02,310.687,>400
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-5.293,764.9499999999999,>400
CC1OC(CC(O)C1O)OC2C(O)CC(OC2C)OC8C(O)CC(OC7CCC3(C)C(CCC4C3CC(O)C5(C)C(CCC45O)C6=CC(=O)OC6)C7)OC8C ,-4.081,780.9490000000001,>400
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,-6.144,334.45600000000024,>400
ICI,-2.34,267.835,200-300
c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,-6.637,390.5640000000002,>400
CC(C)OC(C)C,-1.1,102.17699999999999,<200
CC(C)SC(C)C,-2.24,118.24499999999999,<200
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,299.6909999999999,200-300
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,338.79500000000013,>400
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,-0.85,211.26099999999994,200-300
CCCCc1c(C)nc(nc1O)N(C)C ,-2.24,209.29299999999998,200-300
COCOC,0.48,76.095,<200
COC(=O)c1ccccc1C(=O)OC,-1.66,194.18599999999995,<200
CSC,-0.45,62.137,<200
CSSC,-1.44,94.20400000000001,<200
CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47,322.243,>400
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,-3.38,240.21499999999995,200-300
OC1C(O)C(O)C(O)C(O)C1O,0.35,180.156,<200
CCCSCCC,-2.58,118.24499999999999,<200
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,-5.115,390.56400000000036,>400
C1C(O)CCC2(C)CC3CCC4(C)C5(C)CC6OCC(C)CC6OC5CC4C3C=C21,-7.32,414.63000000000017,>400
CNC(=O)Oc1ccccc1C2OCCO2,-1.57,223.22799999999995,200-300
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,-2.98,239.318,200-300
O(c1ccccc1)c2ccccc2,-3.96,170.211,<200
N(c1ccccc1)c2ccccc2,-3.504,169.227,<200
C(c1ccccc1)c2ccccc2,-4.08,168.239,<200
CCCOCCC,-1.62,102.17699999999999,<200
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,296.5520000000001,200-300
CCOP(=S)(OCC)SCCSCC,-4.23,274.413,200-300
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,299.28800000000007,200-300
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.8,233.09799999999998,200-300
CC1=CCC(CC1)C(C)=C,-4.26,136.238,<200
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,-1.456,198.134,<200
CCOc1ccc(NC(N)=O)cc1,-2.17,180.20699999999997,<200
Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,-0.17,254.24599999999995,200-300
CCCCCCCCCCCCCCCCCCCC,-8.172,282.5559999999999,200-300
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.18,380.913,>400
CC34CCC1C(CCC2CC(O)CCC12C)C3CCC4=O,-4.16,290.447,200-300
CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,-5.41,306.51500000000004,>400
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,266.34,200-300
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,-5.282,268.356,200-300
Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,288.255,200-300
OCC(O)C(O)CO,0.7,122.11999999999999,<200
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03,272.388,200-300
c1(OC)ccc(CC=C)cc1,-2.92,148.205,<200
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,-4.955,288.387,200-300
CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,-3.955,270.372,200-300
CCN(CC(C)=C)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-6.124,333.266,>400
CC,-1.36,30.07,<200
CCS,-0.6,62.137,<200
CCO,1.1,46.069,<200
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,-4.3,296.41,200-300
CCSCc1ccccc1OC(=O)NC ,-2.09,225.313,200-300
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54,384.4870000000002,>400
CCCCc1c(C)nc(NCC)[nH]c1=O,-3.028,209.29299999999998,200-300
CC12CCC(=O)C=C1CCC3C2CCC4(C)C3CCC4(O)C#C ,-5.66,312.45300000000003,>400
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,286.34900000000005,200-300
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,286.34900000000005,200-300
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,258.324,200-300
CCOC(=O)C,-0.04,88.106,<200
CCOC(=O)c1ccccc1,-2.32,150.177,<200
CCCCCOC(=O)CC,-1.28,144.21399999999997,<200
CCOC(=O)C=Cc1ccccc1,-3.0,176.215,<200
CCCCCCCCCC(=O)OCC,-4.1,200.32199999999997,200-300
CCOC=O,0.15,74.07900000000001,<200
CCCCCCC(=O)OCC,-2.74,158.24099999999999,<200
CCCCCC(=O)OCC,-2.35,144.21399999999997,<200
CCCCCCCCC(=O)OCC,-3.8,186.295,<200
CCCCCCCC(=O)OCC,-3.39,172.26799999999997,<200
CCCOC(=O)CCC,-1.75,130.18699999999998,<200
CCOC(=O)CC,-0.66,102.133,<200
CCCOCC,-0.66,88.14999999999999,<200
CCOC=C,-0.85,72.10700000000001,<200
CCc1ccccc1,-2.77,106.16799999999996,<200
CCC1CCCCC1,-4.25,112.21600000000001,<200
C=C,-0.4,28.053999999999995,<200
CCOC(=O)c1ccc(N)cc1,-2.1,165.19199999999998,<200
CCOC(=O)c1ccc(O)cc1,-2.35,166.176,<200
C#C,0.29,26.037999999999997,<200
CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,-8.6,376.49600000000004,>400
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,244.294,200-300
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571,588.5620000000001,>400
CC12CCC(CC1)C(C)(C)O2 ,-1.64,154.253,<200
COc1cc(CC=C)ccc1O,-1.56,164.204,<200
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,-4.38,331.202,>400
Cc1occc1C(=O)Nc2ccccc2,-3.3,201.22500000000002,200-300
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,-4.04,277.238,200-300
CN(C)C(=O)SCCCCOc1ccccc1,-3.927,253.367,200-300
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,301.34200000000004,>400
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,349.43000000000006,>400
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,-2.3,308.36100000000005,>400
COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,278.335,200-300
CN(C)C(=O)Nc1ccccc1,-1.6,164.208,<200
OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F ,-1.8,306.276,>400
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3,-6.876,451.46900000000005,>400
Nc1nc(=O)[nH]cc1F,-0.972,129.09399999999997,<200
CC34CC(O)C1(F)C(CCC2=CC(=O)CCC12C)C3CCC4(O)C(=O)CO ,-3.43,380.45600000000013,>400
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,410.4570000000002,>400
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78,421.7340000000001,>400
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,232.20499999999996,200-300
c1ccc2c(c1)c3cccc4cccc2c34,-6.0,202.25599999999997,200-300
C1c2ccccc2c3ccccc13,-5.0,166.22299999999998,<200
Fc1ccccc1,-1.8,96.10399999999998,<200
CC1CC2C3CCC(O)(C(=O)C)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,-4.099,376.46800000000013,>400
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.32,232.20499999999996,200-300
Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,329.32099999999997,>400
FC(F)(F)c1cccc(c1)N2CC(CCl)C(Cl)C2=O,-4.047,312.118,>400
OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37,301.296,>400
CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,502.9200000000002,>400
CNC(=O)Oc1cccc(N=CN(C)C)c1,-2.34,221.26,200-300
COP(=S)(OC)SCC(=O)N(C)C=O,-1.995,257.27299999999997,200-300
OCC1OC(O)(CO)C(O)C1O,0.64,180.156,<200
c1ccoc1,-0.82,68.07499999999999,<200
O=Cc1ccco1,-0.1,96.08499999999998,<200
c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),-2.943,262.261,200-300
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571,372.80800000000016,>400
OCC1OC(O)C(O)C(O)C1O,0.74,180.156,<200
CCC1(CCC(=O)NC1=O)c2ccccc2 ,-2.337,217.268,200-300
OCC(O)CO,1.12,92.09400000000001,<200
CC(=O)OCC(COC(=O)C)OC(=O)C,-0.6,218.20499999999998,200-300
COC1=CC(=O)CC(C)C13Oc2c(Cl)c(OC)cc(OC)c2C3=O,-3.246,352.7700000000001,>400
COc1ccccc1O ,-1.96,124.13899999999997,<200
Nc2nc1[nH]cnc1c(=O)[nH]2 ,-3.583,151.129,<200
FC(F)(F)C(Cl)Br ,-1.71,197.381,<200
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7,300.266,>400
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.317,373.3209999999999,>400
CCCCCCC,-4.53,100.205,<200
ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,260.762,200-300
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,236.74,200-300
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,366.7180000000002,>400
CCCCCCCCCCCCCCCC,-8.4,226.44799999999992,200-300
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,162.27599999999998,<200
CCCCCC,-3.84,86.178,<200
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,270.372,200-300
CCCCCCc1ccccc1,-5.21,162.276,<200
O=C1CNC(=O)N1 ,-0.4,100.077,<200
N(Nc1ccccc1)c2ccccc2 ,-2.92,184.242,<200
c1ccccc1C(O)C(O)c2ccccc2,-1.93,214.264,200-300
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,-2.63,297.745,200-300
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,362.4660000000002,>400
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.88,404.5030000000002,>400
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,-5.46,354.8749999999999,>400
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.817,330.4680000000001,>400
O=c1[nH]cnc2nc[nH]c12 ,-2.296,136.114,<200
C1Cc2ccccc2C1,-3.04,118.17899999999997,<200
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.586,365.84200000000004,>400
c2ccc1[nH]ncc1c2 ,-2.16,118.13899999999998,<200
c2ccc1[nH]ccc1c2,-1.52,117.15099999999997,<200
c2ccc1NCCc1c2 ,-1.04,119.16699999999999,<200
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,-1.23,268.22900000000004,200-300
Ic1ccccc1,-3.01,204.01000000000002,200-300
CCI,-1.6,155.966,<200
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62,413.0,>400
CI,-1.0,141.939,<200
Oc1c(I)cc(C#N)cc1I,-3.61,370.91499999999996,>400
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,243.74200000000002,200-300
CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,313.747,>400
CC(C)COC(=O)C,-1.21,116.15999999999998,<200
CC(C)COC=O,-1.01,102.13299999999998,<200
CC(C)Cc1ccccc1,-4.12,134.22199999999998,<200
C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,185.22699999999998,<200
